Optimizer,lr,wd,Avg Epoch Time (s),Final Train MSE,Final Val MSE,Test MSE,Test RMSE,Test MAE,Test R²,Dir Acc (%)
Nesterov,0.001,0.01,0.24795672250172449,0.00315287453122437,0.0033504317980259657,0.004924063200484535,0.07017166950047957,0.0548192170978749,-21.799642993127055,64.0
Nesterov,0.001,0.05,0.24655460554455955,0.0029509738087654114,0.00310419499874115,0.004554516569165319,0.06748715855009246,0.052704705193218945,-20.088549751561477,63.0
Nesterov,0.001,0.1,0.24490091535780165,0.0027176456060260534,0.0028220838867127895,0.00413234319013631,0.06428330413207078,0.05019343268366085,-18.13378151826253,63.0
Nesterov,0.005,0,0.24854182818579296,0.0011135804234072566,0.0009046473423950374,0.0017842344997959494,0.04224020004445942,0.03306229352718651,-7.26145156044409,68.0
Nesterov,0.005,0.0001,0.25237101978725857,0.0011129459599032998,0.000904030748642981,0.0017824813476041473,0.04221944276757034,0.033045642047659154,-7.253334027736189,68.0
Nesterov,0.005,0.0005,0.24557505713568795,0.0011104141594842076,0.0009015739196911454,0.0017754841226986018,0.042136493953562414,0.032979047590929206,-7.220935128028046,68.0
Nesterov,0.005,0.001,0.36300067674546016,0.0011072618653997779,0.0008985152817331254,0.0017667791209861439,0.042033071752920266,0.032895993336864875,-7.180628794981981,68.0
Nesterov,0.005,0.005,0.24812836495656815,0.0010825088247656822,0.0008745167287997901,0.0016987209940558788,0.04121554311247007,0.032238338145257096,-6.865502661621572,68.0
Nesterov,0.005,0.01,0.24692115708002968,0.0010527108097448945,0.0008456992218270898,0.0016175182975733326,0.04021838258276099,0.031433220943149306,-6.489513886802613,68.0
Nesterov,0.005,0.05,0.248337984085083,0.0008547230972908437,0.0006571660633198917,0.0010999776308063662,0.03316591067355706,0.02570737268765441,-4.093171281868001,68.0
Nesterov,0.005,0.1,0.2478637316870311,0.0006865837494842708,0.0005041977856308222,0.0006970819769045744,0.02640231006757883,0.02022183879483703,-2.22766373283016,68.0
Nesterov,0.01,0,0.24474762734912692,0.0007462531793862581,0.0006273058825172484,0.0012658212290505724,0.03557838148441512,0.026412700515655106,-4.861068581052021,65.0
Nesterov,0.01,0.0001,0.24817668823968797,0.000745699624530971,0.0006266876589506865,0.0012638596986640823,0.035550804472811615,0.026391459417944078,-4.8519862052352885,65.0
Nesterov,0.01,0.0005,0.2572682471502395,0.0007434948347508907,0.0006242298986762762,0.0012560432295775914,0.035440700184640704,0.026306639777038017,-4.8157940002649555,65.0
Nesterov,0.01,0.001,0.2522784793187702,0.0007407560478895903,0.0006211750442162156,0.0012463467657747283,0.035303636721657,0.026200972865342863,-4.770896950003841,66.0
Nesterov,0.01,0.005,0.24669335001990908,0.0007195172947831452,0.0005974680534563959,0.001171486634275327,0.034226986929546205,0.025367783358386024,-4.424275835872539,66.0
Nesterov,0.01,0.01,0.24532513391403926,0.0006945936474949121,0.0005696156295016408,0.0010843877798643784,0.032930043727034106,0.024355858440110695,-4.020986376573038,66.0
Nesterov,0.01,0.05,0.2483360313233875,0.0005490357289090753,0.000409421743825078,0.0005934642525637161,0.024361121742721866,0.01775903928082175,-1.747887778187792,68.0
Nesterov,0.01,0.1,0.2482729715014261,0.000460716022644192,0.00032337315496988595,0.0003165030045898223,0.01779053131836771,0.012742379463481104,-0.46548799580596856,68.0
Nesterov,0.05,0,0.24423481169201078,0.4882575273513794,0.012013925239443779,0.010044825305887971,0.10022387592728577,0.09294958873467497,-45.51005106515252,66.0
Nesterov,0.05,0.0001,0.2467827040051657,0.9984352588653564,0.9996875524520874,1.003957047848381,1.0019765705087025,1.0018694428093549,-4647.571990124837,34.0
Nesterov,0.05,0.0005,0.25129270553588867,0.28424134850502014,0.05263696238398552,0.04944337973630457,0.22235867362507938,0.1939443449299307,-227.93520258847,52.0
Nesterov,0.05,0.001,0.25179102685716415,0.7443565726280212,0.718353271484375,0.6546023790919517,0.8090750145023339,0.7599392810567354,-3029.9725805874114,55.00000000000001
Nesterov,0.05,0.005,0.246325345266433,0.6722118258476257,0.1754142940044403,0.15286763802113718,0.39098291269713714,0.3438835435033771,-706.8153610501065,55.00000000000001
Nesterov,0.05,0.01,0.24570149088662768,0.16423989832401276,0.14174580574035645,0.1381641339911026,0.3717043636966112,0.35798837134799016,-638.7344634288481,34.0
Nesterov,0.05,0.05,0.2494670550028483,0.0004279985441826284,0.00032291875686496496,0.00022490630358754102,0.014996876461034845,0.0110959892587068,-0.041372382912389316,46.0
Nesterov,0.05,0.1,0.24584944664485872,0.0004274435341358185,0.0003679661895148456,0.00021763295114833332,0.014752387981216239,0.010353129399982033,-0.007694943727448056,65.0
RMSprop,1e-05,0,0.24596400109548416,0.1871396154165268,0.15427333116531372,0.15048113371223182,0.3879189782831356,0.3675488147809918,-695.765249784425,35.0
RMSprop,1e-05,0.0001,0.24572642265804231,0.18728111684322357,0.1543867141008377,0.15059578647431646,0.3880667294091526,0.36770825541762664,-696.2961207211442,35.0
RMSprop,1e-05,0.0005,0.2488451533847385,0.18777163326740265,0.15479892492294312,0.15102421484629797,0.38861834085166125,0.3682829422103058,-698.2798511347473,35.0
RMSprop,1e-05,0.001,0.2584545233893016,0.1882305145263672,0.15519645810127258,0.1514359324219915,0.3891477000086105,0.36881558390518676,-700.186206386013,35.0
RMSprop,1e-05,0.005,0.24710508755275182,0.1898077130317688,0.15654677152633667,0.15280501616103656,0.390902821889324,0.37056244430316637,-706.5254061905265,35.0
RMSprop,1e-05,0.01,0.24740001133510045,0.1904866248369217,0.15712836384773254,0.15337245185085455,0.39162795080389057,0.37124925844090084,-709.1527752194487,35.0
RMSprop,1e-05,0.05,0.2522579034169515,0.19220049679279327,0.1587756872177124,0.15501260244150225,0.3937163984919885,0.3734456473188291,-716.7470822783131,35.0
RMSprop,1e-05,0.1,0.24668288230895996,0.19365787506103516,0.16017407178878784,0.15653003181545813,0.39563876429826506,0.3754367609829458,-723.7731594395635,35.0
RMSprop,5e-05,0,0.24738097190856934,0.007964071817696095,0.007234249264001846,0.008751747590685127,0.09355077546811211,0.07312381408722038,-39.52277814264164,53.0
RMSprop,5e-05,0.0001,0.24633979040478904,0.008448216132819653,0.007313340902328491,0.008694606517284296,0.0932448739464229,0.07306055123021218,-39.258200694964934,53.0
RMSprop,5e-05,0.0005,0.250703838136461,0.009661154821515083,0.007556360214948654,0.008699244127139114,0.0932697385390305,0.07358148238669936,-39.27967398739157,54.0
RMSprop,5e-05,0.001,0.25806937898908344,0.010235040448606014,0.007727275602519512,0.008759400789010689,0.09359167051084562,0.07405631443533901,-39.55821436319244,54.0
RMSprop,5e-05,0.005,0.24566815769861614,0.011222533881664276,0.008141059428453445,0.009036485695565704,0.09506043180822242,0.07555908510959092,-40.84118671570341,54.0
RMSprop,5e-05,0.01,0.24734103868878077,0.011522261425852776,0.008273482322692871,0.009118889306310798,0.09549287568353357,0.07594403082595058,-41.22273602363021,52.0
RMSprop,5e-05,0.05,0.24888450001913404,0.012373803183436394,0.00865102931857109,0.00913890665885899,0.09559762893952439,0.07626338011993546,-41.31542136766102,53.0
RMSprop,5e-05,0.1,0.2482361528608534,0.0134389977902174,0.009184847585856915,0.009361965562121648,0.09675725069534401,0.0778781190218112,-42.34823982545958,52.0
RMSprop,0.0001,0,0.24669987057882642,0.004313959274441004,0.00505148945376277,0.007121115860058238,0.08438670428484714,0.06578885939536763,-31.972545784149645,61.0
RMSprop,0.0001,0.0001,0.2466145810626802,0.004791416693478823,0.005477997474372387,0.007800707324600607,0.08832161300950411,0.06844925280438542,-35.119224074391276,61.0
RMSprop,0.0001,0.0005,0.24830600950453016,0.005799707490950823,0.0064844293519854546,0.00914048204627794,0.095605868262769,0.07390893452329025,-41.32271580505256,64.0
RMSprop,0.0001,0.001,0.2529549712226504,0.006067617330700159,0.006751567125320435,0.009492976044881175,0.09743190465592456,0.07544524513091588,-42.95485109620454,65.0
RMSprop,0.0001,0.005,0.2483983872428773,0.006434653885662556,0.007196805439889431,0.01021157570822598,0.10105234142871693,0.07758661142836959,-46.28214709387383,67.0
RMSprop,0.0001,0.01,0.24531995304047116,0.006515863351523876,0.007316594012081623,0.010439716769589644,0.10217493219762686,0.07812568218035326,-47.338497213558085,66.0
RMSprop,0.0001,0.05,0.25003492264520555,0.00660129077732563,0.007244670297950506,0.010143652771407994,0.10071570270522862,0.07657037929828374,-45.96764692451321,61.0
RMSprop,0.0001,0.1,0.2455376216343471,0.006711677182465792,0.007100716233253479,0.009699375228173589,0.0984854061684958,0.0751580474239786,-43.91053088777931,60.0
RMSprop,0.0005,0,0.2455271425701323,0.001594296540133655,0.0011123650474473834,0.0008421548908718513,0.029019905080338415,0.02366908021314323,-2.899387573844442,53.0
RMSprop,0.0005,0.0001,0.24512717458936903,0.0011064462596550584,0.0009248742135241628,0.0008442370442896189,0.02905575750672522,0.02298261806891179,-2.909028464436047,62.0
RMSprop,0.0005,0.0005,0.24842642602466403,0.0014846781268715858,0.000942426617257297,0.0007055589743699194,0.026562360105418334,0.02034120724858844,-2.266914349240707,60.0
RMSprop,0.0005,0.001,0.25248454109070795,0.0013369880616664886,0.0011077409144490957,0.0018206196407308333,0.04266871969875395,0.03670080413166592,-7.4299238545219435,69.0
RMSprop,0.0005,0.005,0.2479722991822258,0.001382122398354113,0.0011787040857598186,0.002022676879548014,0.04497418014314451,0.03830602362924546,-8.365499358255407,69.0
RMSprop,0.0005,0.01,0.24538188132028732,0.0014014072949066758,0.0012190232519060373,0.0021472613160162302,0.04633855107808433,0.038892170267042815,-8.942356428996446,69.0
RMSprop,0.0005,0.05,0.24811939587668766,0.0013820526655763388,0.0012111328542232513,0.0021524181762708388,0.04639416101483934,0.03743060375557421,-8.96623398051913,70.0
RMSprop,0.0005,0.1,0.2457727931794666,0.0013558499049395323,0.0011679228628054261,0.002047430961002767,0.04524854650707321,0.0357836599338409,-8.480116940689285,70.0
RMSprop,0.001,0,0.2449195044381278,0.0025667764712125063,0.0035574627108871937,0.005022335210926493,0.07086843592832068,0.06631459009160792,-22.254666956684844,66.0
RMSprop,0.001,0.0001,0.2458005594828772,0.006664954125881195,0.007409616373479366,0.009041834186153161,0.09508855970174941,0.08951790503041795,-40.865951563549814,66.0
RMSprop,0.001,0.0005,0.2476899888780382,0.0011858765501528978,0.001194413285702467,0.0018400024596108768,0.042895249849031966,0.036165322903738556,-7.5196711491183965,67.0
RMSprop,0.001,0.001,0.2575089250292097,0.0011211690725758672,0.0010021780617535114,0.0016135183496192602,0.04016862394480623,0.034349950980261744,-6.470993128308902,67.0
RMSprop,0.001,0.005,0.24712108808850486,0.0011076604714617133,0.0008860691450536251,0.0014604034629454219,0.0382152255383299,0.03256320149837956,-5.762032944216808,69.0
RMSprop,0.001,0.01,0.24442380193680052,0.0011071530170738697,0.0008893839549273252,0.0014918489840627174,0.03862446095497926,0.032788326029805095,-5.907633564277215,69.0
RMSprop,0.001,0.05,0.2465962909516834,0.001170604140497744,0.001324088079854846,0.0023779037664421548,0.04876375463848282,0.04276596873051238,-10.010288605060643,66.0
RMSprop,0.001,0.1,0.24997539368886795,0.0098586929962039,0.015679309144616127,0.021076876274621018,0.14517877349881772,0.14258066604660802,-96.59120362719607,66.0
RMSprop,0.005,0,0.2469906314970955,0.0006077978177927434,0.0005846122512593865,0.000445370307082656,0.021103798404141755,0.016283338886616747,-1.0621758064000333,66.0
RMSprop,0.005,0.0001,0.2457930360521589,0.00163844448979944,0.0016729135531932116,0.0019145027555947873,0.04375503120322036,0.03760127086420956,-7.8646261349009325,45.0
RMSprop,0.005,0.0005,0.24629624306209505,0.006613204255700111,0.009718658402562141,0.013131794940345722,0.11459404408757778,0.09158466131994723,-59.803491813300305,35.0
RMSprop,0.005,0.001,0.26148209496149943,0.002625755500048399,0.0026730108074843884,0.0032452620627562694,0.05696720164056042,0.05365239255877188,-14.026374243673647,66.0
RMSprop,0.005,0.005,0.24547684760320754,0.000618981197476387,0.00047012846334837377,0.0004893540638480189,0.02212134859921562,0.017420018701911396,-1.2658315904379256,69.0
RMSprop,0.005,0.01,0.24884922920711458,0.0006344642024487257,0.0005021814722567797,0.0005113991582352419,0.02261413624782609,0.01777323053009339,-1.3679058858549733,67.0
RMSprop,0.005,0.05,0.24582950652591765,0.0005391499726101756,0.0003841532161459327,0.00034729305543957056,0.018635800370243576,0.013959487165980757,-0.6080536247453798,67.0
RMSprop,0.005,0.1,0.24908046873788986,0.002276600571349263,0.0012185167288407683,0.0013592378595158208,0.036867843163328945,0.03329042997625936,-5.293610922104621,35.0
RMSprop,0.01,0,0.24650118086073133,0.0015261160442605615,0.0015827453462406993,0.0015597621055359714,0.03949382363782939,0.0323296562560253,-6.222088286139171,45.0
RMSprop,0.01,0.0001,0.24495891162327357,0.0005210822564549744,0.00034742301795631647,0.00031028661415882807,0.01761495427637631,0.014705302859000006,-0.4367045548219832,33.0
RMSprop,0.01,0.0005,0.24641026012481204,0.9248610138893127,0.8508291244506836,0.8664341859252239,0.9308244656890062,0.9064505695138634,-4010.8067766051254,70.0
RMSprop,0.01,0.001,0.24937321647765145,0.0013678846880793571,0.0013210843317210674,0.0012686691964632524,0.03561838284458255,0.029808114406449683,-4.8742553817938905,65.0
RMSprop,0.01,0.005,0.24854154435415116,0.000866335816681385,0.000772977655287832,0.0006597045938414043,0.025684715179293,0.020528559046085047,-2.05459710976696,62.0
RMSprop,0.01,0.01,0.248615510880001,0.0008497721282765269,0.0007057477487251163,0.0006088863497527078,0.024675622580853106,0.01991064400785513,-1.8192959416897794,62.0
RMSprop,0.01,0.05,0.24541752679007395,0.0004586115828715265,0.0003410312347114086,0.0002516454713123445,0.015863337332110938,0.011607229258095238,-0.16518141078978865,63.0
RMSprop,0.01,0.1,0.24919501561967153,0.00047365331556648016,0.0003481297171674669,0.00022974672835384815,0.015157398469191478,0.011026682905200093,-0.06378475905655301,64.0
RMSprop,0.05,0,0.24661387337578666,1.0018486976623535,1.0006277561187744,1.0052290444446166,1.0026111132660642,1.002503403175604,-4653.461652198994,34.0
RMSprop,0.05,0.0001,0.24460951487223306,0.9990040063858032,0.9999692440032959,0.9952154317422013,0.9976048474933356,0.9974965968243963,-4607.096123287008,66.0
RMSprop,0.05,0.0005,0.24561218231443374,1.0018486976623535,1.0006277561187744,1.0052290444446166,1.0026111132660642,1.002503403175604,-4653.461652198994,34.0
RMSprop,0.05,0.001,0.2489755115811787,1.001848578453064,1.0006275177001953,1.0052287345454614,1.0026109587200118,1.002503248799574,-4653.460217288471,34.0
RMSprop,0.05,0.005,0.2501424645620679,0.7060512900352478,0.5758640766143799,0.552737073473243,0.7434628931380792,0.7344103253371829,-2558.3107625051816,34.0
RMSprop,0.05,0.01,0.2444498576815166,0.0006207920960150659,0.0004932900192216039,0.0003918385760885829,0.019794912884086732,0.015546773599894679,-0.8143105159324209,65.0
RMSprop,0.05,0.05,0.247509343283517,0.0004224964650347829,0.0003247692948207259,0.00021202601337666206,0.014561113054181746,0.010131546670071212,0.01826657916003338,66.0
RMSprop,0.05,0.1,0.24860191345214844,0.0004249924386385828,0.00029942390392534435,0.0002181623092834074,0.014770318523424178,0.01070524660948662,-0.010146004163473554,66.0
Adagrad,1e-05,0,0.24547615505400158,0.28418898582458496,0.24492725729942322,0.24871655535405818,0.4987149038820257,0.479750825103354,-1150.6197980551613,34.0
Adagrad,1e-05,0.0001,0.24431024657355416,0.28419730067253113,0.24493443965911865,0.24872448079337273,0.49872284968043396,0.4797587509937401,-1150.6564948195157,34.0
Adagrad,1e-05,0.0005,0.24511593485635425,0.2842365801334381,0.24497026205062866,0.24876173452753714,0.49876019741709254,0.47979795453323076,-1150.8289889172818,34.0
Adagrad,1e-05,0.001,0.24937138103303455,0.28427794575691223,0.24500787258148193,0.24880192964102857,0.49880049081875266,0.47983733290059516,-1151.0151023362935,34.0
Adagrad,1e-05,0.005,0.2492447012946719,0.28442540764808655,0.2451387643814087,0.24893715401921113,0.49893602196996273,0.4799747272319908,-1151.6412249957725,34.0
Adagrad,1e-05,0.01,0.24559146638900514,0.28449440002441406,0.24520127475261688,0.24899525336522838,0.4989942418157031,0.480035275418293,-1151.9102394851068,34.0
Adagrad,1e-05,0.05,0.2452865517328656,0.2846577763557434,0.24536210298538208,0.2491600618018472,0.4991593551180296,0.48020909347755864,-1152.6733437273094,34.0
Adagrad,1e-05,0.1,0.2516371598319402,0.28480228781700134,0.2455058991909027,0.24930173485328314,0.4993012465969649,0.48036750191075756,-1153.3293253552806,34.0
Adagrad,5e-05,0,0.24483003313579257,0.24271321296691895,0.2058439701795578,0.20605386562940453,0.45393156491855086,0.43448451181126785,-953.0808845105628,34.0
Adagrad,5e-05,0.0001,0.24473932432749915,0.24276438355445862,0.20588746666908264,0.20609738851060858,0.453979502302261,0.4345356616489406,-953.2824063255928,34.0
Adagrad,5e-05,0.0005,0.2452484993707566,0.24297364056110382,0.206072136759758,0.2062934687154342,0.45419540807391945,0.4347591389268453,-954.1903066684648,34.0
Adagrad,5e-05,0.001,0.24936928067888534,0.2431846708059311,0.20626060664653778,0.20649378222628,0.4544158692500516,0.4349779408164139,-955.1178082759859,34.0
Adagrad,5e-05,0.005,0.24977217401776994,0.2439320832490921,0.2069152593612671,0.20715968686863312,0.45514798348299107,0.4357194013446386,-958.2011131595672,34.0
Adagrad,5e-05,0.01,0.2449294990963406,0.24427247047424316,0.20721380412578583,0.20746543710066834,0.45548373966659705,0.436035205621254,-959.6168131316517,34.0
Adagrad,5e-05,0.05,0.24594493139357793,0.24510973691940308,0.20803213119506836,0.20835338696351055,0.45645743171024233,0.43702749389408185,-963.7282428685013,34.0
Adagrad,5e-05,0.1,0.2490353546445332,0.245814710855484,0.208722323179245,0.2090979927160458,0.4572723397670646,0.43788343805072855,-967.1759535572596,34.0
Adagrad,0.0001,0,0.24779678904821004,0.19263555109500885,0.15939663350582123,0.15593482786131718,0.3948858415559074,0.37464867012294034,-721.0172164083743,35.0
Adagrad,0.0001,0.0001,0.24467387275090294,0.19277037680149078,0.15950477123260498,0.15604457972890864,0.39502478368946503,0.37479845378266674,-721.5253949790043,35.0
Adagrad,0.0001,0.0005,0.24507967252579946,0.1932334154844284,0.15989510715007782,0.15645179867897918,0.3955398825390168,0.3753343207291144,-723.4109204695649,35.0
Adagrad,0.0001,0.001,0.2504610636877635,0.19366800785064697,0.1602725088596344,0.15684450943968567,0.39603599513135884,0.37583217692513043,-725.2292694182107,35.0
Adagrad,0.0001,0.005,0.2539481549035935,0.19516639411449432,0.16155755519866943,0.1581496785294989,0.3976803723211631,0.3774705134467038,-731.2725284264375,35.0
Adagrad,0.0001,0.01,0.24533758844648088,0.19581301510334015,0.162112295627594,0.15869469370049172,0.3983650256994102,0.3781176224392655,-733.7960848509878,35.0
Adagrad,0.0001,0.05,0.2444736881861611,0.19744430482387543,0.1636812835931778,0.1602721801789729,0.40034008065515114,0.3801873381628937,-741.1002414126496,35.0
Adagrad,0.0001,0.1,0.24779127136109366,0.19882898032665253,0.16501228511333466,0.16172985878892804,0.4021565103152354,0.382062455501389,-747.8496576066627,35.0
Adagrad,0.0005,0,0.2505992783440484,0.009076554328203201,0.007559990044683218,0.008402008325079795,0.09166246955586455,0.07255634117593665,-37.90339795359465,55.00000000000001
Adagrad,0.0005,0.0001,0.24598545119875953,0.009719917550683022,0.007703972049057484,0.008401544797561535,0.09165994107330386,0.07276309332731133,-37.901251705363556,53.0
Adagrad,0.0005,0.0005,0.24467858057173472,0.011228954419493675,0.00809222087264061,0.008540053123596451,0.0924124078443823,0.07364128475810304,-38.54257986395847,52.0
Adagrad,0.0005,0.001,0.24685144802880665,0.011949974112212658,0.00834702979773283,0.00866964659915997,0.09311093705446191,0.07432066550763655,-39.14263003731856,52.0
Adagrad,0.0005,0.005,0.25753623341757154,0.013195745646953583,0.008920026011765003,0.009054485473689285,0.09515506015808768,0.07605231837986627,-40.92453018601726,51.0
Adagrad,0.0005,0.01,0.24514815920875185,0.013577674515545368,0.00911015085875988,0.00917599850053108,0.09579143229188652,0.07658931357761097,-41.48716586273533,51.0
Adagrad,0.0005,0.05,0.24470771305144778,0.014660374261438847,0.009710660204291344,0.009415805244719366,0.0970350722405016,0.07820448209489331,-42.59753100879988,50.0
Adagrad,0.0005,0.1,0.2461881334819491,0.0159381665289402,0.010460637509822845,0.009891521495488846,0.099456128496382,0.08089211601770448,-44.800216117006,48.0
Adagrad,0.001,0,0.24809626549009292,0.004651087801903486,0.0054407319985330105,0.007670029492024019,0.08757870455780914,0.06802300947060488,-34.51415305711256,61.0
Adagrad,0.001,0.0001,0.24701188481043254,0.005092248786240816,0.005832638591527939,0.008273632287942732,0.09095950905728731,0.07034526726762562,-37.3089848243502,61.0
Adagrad,0.001,0.0005,0.24455828136867946,0.006058798171579838,0.006773989647626877,0.009505869985784373,0.09749805118967442,0.07522136683901694,-43.01455326439329,63.0
Adagrad,0.001,0.001,0.2465208749922495,0.006332088261842728,0.007041621021926403,0.009854488229644031,0.09926977500550725,0.07668010672984807,-44.6287428426483,66.0
Adagrad,0.001,0.005,0.2612443424406506,0.0067042699083685875,0.007478832732886076,0.010553364123801352,0.1027295679140205,0.07877226380007753,-47.86471286060449,66.0
Adagrad,0.001,0.01,0.24452228016323513,0.006781905889511108,0.007588297128677368,0.010764558519879775,0.10375239042971383,0.07925632050830583,-48.84259568555753,66.0
Adagrad,0.001,0.05,0.24547050112769717,0.006861918605864048,0.007485055830329657,0.010423410011597228,0.10209510277969863,0.07757988330982493,-47.26299284948618,62.0
Adagrad,0.001,0.1,0.24484901579599533,0.006980896461755037,0.007310870103538036,0.009922179387701109,0.0996101369726049,0.07608053292897649,-44.942169818431395,60.0
Adagrad,0.005,0,0.2493632331727043,0.0010746100451797247,0.0009702290408313274,0.0007449915343140129,0.02729453304810348,0.022341488236016352,-2.4494969547893004,60.0
Adagrad,0.005,0.0001,0.24906671614873976,0.0009651438449509442,0.0009786935988813639,0.0010210801393720113,0.03195434460870714,0.025479207233260092,-3.727856182423383,63.0
Adagrad,0.005,0.0005,0.24530294584849524,0.0011055179638788104,0.0010376840364187956,0.0014041279019984868,0.03747169467742935,0.030743800268343904,-5.5014630354670935,68.0
Adagrad,0.005,0.001,0.2455464241996644,0.0014629291836172342,0.0012596971355378628,0.0020663929457345825,0.04545759502805425,0.039208269308262385,-8.56791566802568,69.0
Adagrad,0.005,0.005,0.2585298977200947,0.0015131011605262756,0.0013391326647251844,0.0022825816587935316,0.04777637134393456,0.04067772761236831,-9.56892342852774,69.0
Adagrad,0.005,0.01,0.24614456721714564,0.0015330624300986528,0.001381449750624597,0.0024057560329994914,0.04904850693955415,0.04111985007666938,-10.1392515586625,70.0
Adagrad,0.005,0.05,0.24568373437911745,0.0015125818317756057,0.001366425771266222,0.0023767938520382263,0.048752372783673066,0.039316870654520115,-10.00514942403632,70.0
Adagrad,0.005,0.1,0.24513366865733313,0.0014942024135962129,0.001324975281022489,0.0022613942498013327,0.04755411916754775,0.037513893073665025,-9.470820430799364,68.0
Adagrad,0.01,0,0.24790199597676596,0.0010885120136663318,0.0013172118924558163,0.00205217743100278,0.045300965011827066,0.03580071271456273,-8.502094282789043,65.0
Adagrad,0.01,0.0001,0.24696754273914157,0.0009877161355689168,0.0013381348690018058,0.001905472040793933,0.043651712919356704,0.03721926634185438,-7.822811668869715,67.0
Adagrad,0.01,0.0005,0.24776231674920945,0.0011777811450883746,0.0009627179242670536,0.0015446249582263987,0.03930171698827417,0.03378759513356034,-6.151999511779275,69.0
Adagrad,0.01,0.001,0.2449597744714646,0.0011856660712510347,0.0009659355273470283,0.0015680907134689732,0.03959912516039935,0.0339911534786528,-6.2606518219369,69.0
Adagrad,0.01,0.005,0.25448781346517896,0.001198148587718606,0.0009833177318796515,0.001643990568626719,0.04054615356142576,0.03462194205421834,-6.612087116401922,69.0
Adagrad,0.01,0.01,0.24752051489693777,0.0011972771026194096,0.0009899684228003025,0.0016803255416049955,0.04099177407242818,0.03486047959348067,-6.780327120305224,69.0
Adagrad,0.01,0.05,0.24595129679119776,0.0011691628023982048,0.0009696129709482193,0.0017406170781670183,0.04172070323193292,0.03480235973039592,-7.059491999623978,69.0
Adagrad,0.01,0.1,0.24507143762376574,0.0011313277063891292,0.0009272958850488067,0.0017158872296413705,0.04142326918099742,0.034175785644506525,-6.944986621706937,68.0
Adagrad,0.05,0,0.24834198421902126,0.0007007349049672484,0.0008561561699025333,0.0014955637558866878,0.038672519388923805,0.021128173198512415,-5.924833886031638,64.0
Adagrad,0.05,0.0001,0.2478638868483286,0.0005632322863675654,0.0018526543863117695,0.0026842281800077456,0.051809537539026014,0.01972173883458131,-11.42864718110151,64.0
Adagrad,0.05,0.0005,0.2442158403850737,0.0009524498018436134,0.000852693454362452,0.0006915977320275095,0.0262982457975339,0.0216765908876999,-2.20227030870196,60.0
Adagrad,0.05,0.001,0.2456345141880096,0.0007236830424517393,0.0005664294585585594,0.0005527803297448708,0.02351128090395908,0.018807803559242272,-1.559511049851256,66.0
Adagrad,0.05,0.005,0.2523968030535986,0.0006404903251677752,0.0004925106186419725,0.0005410249146917473,0.023259942276191214,0.018304834371033724,-1.5050805408316172,68.0
Adagrad,0.05,0.01,0.27049292079986087,0.0006460205186158419,0.0005150042707100511,0.0005357464734394182,0.02314619781820371,0.018211098270786426,-1.4806400389100625,67.0
Adagrad,0.05,0.05,0.24493992517864893,0.0005514713702723384,0.0003977135638706386,0.0003703983166843618,0.019245735025827458,0.014545899076282575,-0.715036757616692,67.0
Adagrad,0.05,0.1,0.24505030919635107,0.0004936863551847637,0.0003454780380707234,0.0003047955391157103,0.017458394517128724,0.012988620699133415,-0.41127950531830604,66.0
Adam,1e-05,0,0.24857345081510998,0.24937273561954498,0.2117813676595688,0.21256154669104865,0.4610439747909614,0.4416405920795913,-983.2130738992003,34.0
Adam,1e-05,0.0001,0.24734304443238272,0.24941428005695343,0.21181724965572357,0.21259790413845583,0.46108340258401825,0.44168230704216316,-983.3814179653249,34.0
Adam,1e-05,0.0005,0.24501453127179826,0.24959217011928558,0.21197712421417236,0.21276739477892445,0.4612671620426978,0.44187271054087235,-984.1662019812939,34.0
Adam,1e-05,0.001,0.2524373796251085,0.2497745305299759,0.21214179694652557,0.212940747252341,0.4614550327522076,0.44205919518319914,-984.9688672487673,34.0
Adam,1e-05,0.005,0.26602035855490064,0.25041964650154114,0.21271221339702606,0.21351920517252268,0.4620813837112708,0.4426971599384959,-987.6472719583963,34.0
Adam,1e-05,0.01,0.2550071042681497,0.25071772933006287,0.2129773199558258,0.21378811167384182,0.46237226525154146,0.4429756011925454,-988.8923762511284,34.0
Adam,1e-05,0.05,0.24605305989583334,0.25143951177597046,0.21368858218193054,0.2145596826491616,0.46320587501580934,0.44382588694987846,-992.464942659175,34.0
Adam,1e-05,0.1,0.2459997222537086,0.2520551085472107,0.21429681777954102,0.21518755425805927,0.46388312564487544,0.444556383464467,-995.3721450945498,34.0
Adam,5e-05,0,0.24859266432504806,0.09174453467130661,0.06851273775100708,0.0613787715084208,0.24774739455425318,0.2243654079945582,-283.1990487877996,35.0
Adam,5e-05,0.0001,0.24785151935759045,0.0921231210231781,0.06878425180912018,0.06165253816859897,0.24829929151851998,0.2249207805633369,-284.4666568304561,35.0
Adam,5e-05,0.0005,0.24526195299057735,0.09317392855882645,0.06958478689193726,0.06244641174262983,0.24989280050179483,0.2265239867625227,-288.14248984328185,35.0
Adam,5e-05,0.001,0.24598821004231772,0.09405728429555893,0.07029068470001221,0.06313574389683463,0.2512682707721662,0.22789770363470815,-291.33426996056505,35.0
Adam,5e-05,0.005,0.25369992710295175,0.09677862375974655,0.0724603533744812,0.06524926555690543,0.25543935788539995,0.2320033969275122,-301.12040335201175,35.0
