Optimizer,lr,wd,curv,surrogate,Avg Epoch Time (s),Final Train MSE,Final Val MSE,Test MSE,Test RMSE,Test MAE,Test R²,Dir Acc (%)
Roaree,0.001,0.001,100,erf,0.24721602788047184,0.0018659322522580624,0.001484457403421402,0.001869885013433709,0.043242167076057936,0.03580544258485966,-7.658034840067048,59.0
Roaree,0.001,0.01,100,erf,0.24618973429240879,0.0018632671562954783,0.0014824438840150833,0.0018661551598569144,0.04319901804273928,0.03576913141197943,-7.640764686028573,59.0
Roaree,0.001,0.1,100,erf,0.24482537451244535,0.0018367430893704295,0.0014623807510361075,0.0018291782699605319,0.04276889371915682,0.035406698694168105,-7.4695524463987635,59.0
Roaree,0.01,0,100,erf,0.24767844639127218,0.02859674207866192,0.031001880764961243,0.02765623564376689,0.1663016405323979,0.15266768496600214,-127.05528148981381,31.0
Roaree,0.01,0.001,100,erf,0.24799685629587326,0.028555572032928467,0.030946042388677597,0.027606519011224347,0.16615209601814943,0.15253203466127396,-126.82508105845481,31.0
Roaree,0.01,0.01,100,erf,0.24582174467662024,0.028189178556203842,0.030450081452727318,0.027164989471920212,0.16481804959384821,0.15132136719592615,-124.78068896656137,31.0
Roaree,0.01,0.1,100,erf,0.24639957670181517,0.024656016379594803,0.02610119991004467,0.023401185311916532,0.15297445967192214,0.14076970134279926,-107.35333524460138,30.0
Roaree,0.0001,0,1000,erf,0.24779705017332046,0.01063067838549614,0.012111588381230831,0.01772556717960052,0.1331373996276047,0.10894030434123383,-81.07380512618407,71.0
Roaree,0.0001,0.001,1000,erf,0.24884762082781112,0.01063042227178812,0.01211162842810154,0.017725739286396352,0.13313804597633372,0.10894124338214428,-81.07460202365307,71.0
Roaree,0.0001,0.01,1000,erf,0.24573553176153273,0.010628730989992619,0.012110894545912743,0.017725101192110314,0.13313564959134844,0.1089415603391561,-81.07164748766819,71.0
Roaree,0.0001,0.1,1000,erf,0.2501511157505096,0.01061251200735569,0.012109331786632538,0.017728849847423466,0.13314972717742785,0.10898116086886407,-81.08900469844399,71.0
Roaree,0.001,0,1000,erf,0.25403203283037457,0.0021192485000938177,0.002217177301645279,0.003486551188321308,0.05904702522838308,0.05160080720160888,-15.143603185914955,63.0
Roaree,0.001,0.001,1000,erf,0.24887526224529932,0.002118901815265417,0.0022167619317770004,0.003485564872796491,0.05903867268830229,0.05159329764966653,-15.13903629858455,63.0
Roaree,0.001,0.01,1000,erf,0.2917520810687353,0.0021159439347684383,0.0022131968289613724,0.0034770416441984205,0.058966445070043186,0.05152830864608088,-15.099571620477718,63.0
Roaree,0.001,0.1,1000,erf,0.24825990767706008,0.0020865313708782196,0.0021778270602226257,0.0033926209888650322,0.05824621008155837,0.050878794320884956,-14.708682892108497,63.0
Roaree,0.01,0,1000,erf,0.24880823634919666,0.04063928872346878,0.03755728155374527,0.04903111319434137,0.22142970260184466,0.20465162927124553,-226.02630548620553,36.0
Roaree,0.01,0.001,1000,erf,0.24703204442584326,0.040670085698366165,0.037294384092092514,0.048557165866428754,0.2203569056472448,0.2037259887003144,-223.83181093282718,36.0
Roaree,0.01,0.01,1000,erf,0.24782867658705937,0.04098490625619888,0.03587103262543678,0.04726353612137939,0.21740178500044424,0.20120629869599682,-217.8419819741913,36.0
Roaree,0.01,0.1,1000,erf,0.24765845707484654,0.03330192714929581,0.034423358738422394,0.04448288105530592,0.21090965140387938,0.19527028290394596,-204.96685421643488,35.0
