Optimizer,lr,wd,curv,surrogate,Avg Epoch Time (s),Final Train MSE,Final Val MSE,Test MSE,Test RMSE,Test MAE,Test R²,Dir Acc (%)
Roaree,0.001,0.01,1000,tanh,0.24845453292604477,0.0020143967121839523,0.0021005880553275347,0.003267666787342055,0.05716350922872086,0.049892487265894056,-14.130113716770781,62.0
Roaree,0.001,0.1,1000,tanh,0.24911193620590938,0.0019881222397089005,0.0020678581204265356,0.003186969723172654,0.056453252547330295,0.04924288897119961,-13.756466145903948,62.0
Roaree,0.01,0,1000,tanh,0.24942684173583984,0.04123164713382721,0.03910917788743973,0.040350076247580066,0.2008732840563425,0.18115006842834894,-185.83093529338845,34.0
Roaree,0.01,0.001,1000,tanh,0.24461043070233057,0.04118422418832779,0.03911526873707771,0.040364337457445366,0.20090877894568313,0.18118504463879412,-185.89696825851104,34.0
Roaree,0.01,0.01,1000,tanh,0.2436607867952377,0.04093996807932854,0.03890843689441681,0.040179013245151246,0.20044703351546825,0.1807939994819278,-185.03887084865798,34.0
Roaree,0.01,0.1,1000,tanh,0.24876955198863196,0.03575734794139862,0.03181563317775726,0.03053323179097532,0.17473760840464575,0.1550082794315929,-140.3764925259556,34.0
Roaree,0.0001,0,10,atan,0.24492063219585117,0.06692817062139511,0.047216564416885376,0.043728486214474,0.20911357252573062,0.18389032972145544,-201.47381760286495,37.0
Roaree,0.0001,0.001,10,atan,0.24456873772636292,0.06692557781934738,0.047214608639478683,0.04372673065418626,0.20910937485963238,0.18388645262557732,-201.4656889200712,37.0
Roaree,0.0001,0.01,10,atan,0.24388268258836535,0.06690860539674759,0.04720171540975571,0.04371461551043268,0.20908040441522174,0.18386008004991056,-201.40959277728308,37.0
Roaree,0.0001,0.1,10,atan,0.24781816346304758,0.06672307848930359,0.04706030339002609,0.0435826347062619,0.20876454369998249,0.18357018973487613,-200.79848867594993,37.0
Roaree,0.001,0,10,atan,0.2475528641352578,0.0066730789840221405,0.005850873421877623,0.007260662978828923,0.08520952399132929,0.0662401729102007,-32.61868381267414,53.0
Roaree,0.001,0.001,10,atan,0.24402450379871188,0.006671598646789789,0.005849470850080252,0.007258927745205532,0.08519934122518513,0.06623224051452642,-32.6106492474153,53.0
Roaree,0.001,0.01,10,atan,0.24444079399108887,0.006658706348389387,0.00583724956959486,0.0072438361363603085,0.08511072867952846,0.06616311961568361,-32.54077132752403,53.0
Roaree,0.001,0.1,10,atan,0.24759438302781847,0.006530601531267166,0.005716323386877775,0.007094766225689888,0.08423043526950272,0.06547961417968783,-31.850540393045264,53.0
Roaree,0.01,0,10,atan,0.24533173773023817,0.0018195351585745811,0.001366968615911901,0.0018341881738086904,0.04282742315162903,0.03498274914242463,-7.49274955303961,62.0
Roaree,0.01,0.001,10,atan,0.24435019871545216,0.0018166913650929928,0.0013649240136146545,0.0018301819633308994,0.04278062602780491,0.034942890117151154,-7.474199797496267,62.0
Roaree,0.01,0.01,10,atan,0.24416725976126535,0.0017913607880473137,0.0013466826640069485,0.0017946324353738993,0.042363102286941866,0.03458689975485574,-7.309596600300496,62.0
